"citation","Experimental System","Experimental System Type","interaction","Modification","name","Phenotypes","Qualifications","Score","selected","shared interaction","shared name","Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) FLNC","","",,"false","interacts-with","Apc2 (interacts-with) FLNC","High Throughput"
"pubmed:22939629","Co-fractionation","physical","interacts-with","","URM1 (interacts-with) ATP6V1A","","Denoised score >= 0.75","0.758","false","interacts-with","URM1 (interacts-with) ATP6V1A","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) HNRNPL","","",,"false","interacts-with","CYLD (interacts-with) HNRNPL","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","IGLL5 (interacts-with) SEMA4G","","BioPlex HCT HCT116 cells CompPASS score = 0.868569047, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.868569047","false","interacts-with","IGLL5 (interacts-with) SEMA4G","High Throughput"
"pubmed:10835362","Two-hybrid","physical","interacts-with","","TERT (interacts-with) YWHAZ","","",,"false","interacts-with","TERT (interacts-with) YWHAZ","Low Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) SRRM2","","",,"false","interacts-with","CYLD (interacts-with) SRRM2","High Throughput"
"pubmed:31343991","Affinity Capture-MS","physical","interacts-with","","CUL9 (interacts-with) ALG13","","",,"false","interacts-with","CUL9 (interacts-with) ALG13","High Throughput"
"pubmed:26702831","Reconstituted Complex","physical","interacts-with","","ARHGAP4 (interacts-with) ARHGAP4","","dimerizes",,"false","interacts-with","ARHGAP4 (interacts-with) ARHGAP4","Low Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) UBC","","#LPPI|Likely protein-protein interaction",,"false","interacts-with","GPC1 (interacts-with) UBC","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) GEMIN2","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) GEMIN2","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","RPL10 (interacts-with) PRKRA","","BioPlex HCT HCT116 cells CompPASS score = 0.99294293, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.99294293","false","interacts-with","RPL10 (interacts-with) PRKRA","High Throughput"
"pubmed:31343991","Affinity Capture-MS","physical","interacts-with","","CUL9 (interacts-with) CSNK2A1","","",,"false","interacts-with","CUL9 (interacts-with) CSNK2A1","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) PRRC2A","","",,"false","interacts-with","CYLD (interacts-with) PRRC2A","High Throughput"
"pubmed:15604093","Two-hybrid","physical","interacts-with","","RARG (interacts-with) PNRC2","","",,"false","interacts-with","RARG (interacts-with) PNRC2","Low Throughput"
"pubmed:19490893","Synthetic Lethality","genetic","interacts-with","","KRAS (interacts-with) GON4L","Growth abnormality","RNAi screen",,"false","interacts-with","KRAS (interacts-with) GON4L","High Throughput"
"pubmed:31343991","Affinity Capture-MS","physical","interacts-with","","CUL9 (interacts-with) MYO18B","","",,"false","interacts-with","CUL9 (interacts-with) MYO18B","High Throughput"
"pubmed:15604093|pubmed:28514442|pubmed:32296183|pubmed:33961781","Two-hybrid|Affinity Capture-MS","physical","interacts-with","","RARG (interacts-with) RXRB","","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999998109, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.99999635, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",,"false","interacts-with","RARG (interacts-with) RXRB","Low Throughput|High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) FASN","","",,"false","interacts-with","Apc2 (interacts-with) FASN","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) LDHB","","",,"false","interacts-with","Apc2 (interacts-with) LDHB","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) HNRNPL","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) HNRNPL","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) KPRP","","",,"false","interacts-with","Apc2 (interacts-with) KPRP","High Throughput"
"pubmed:30021884","Proximity Label-MS","physical","interacts-with","","PLEC (interacts-with) DIS3","","interaction identified using XL-MS (cross-linking mass spectrometry): lysates from unfractionated cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using TX100-soluble or TX100-insoluble fractions",,"false","interacts-with","PLEC (interacts-with) DIS3","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) KRT6B","","",,"false","interacts-with","CYLD (interacts-with) KRT6B","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) DAZAP1","","",,"false","interacts-with","Apc2 (interacts-with) DAZAP1","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) MAX","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) MAX","High Throughput"
"pubmed:19490893|pubmed:34373451","Synthetic Lethality|Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) HUWE1","Growth abnormality|Growth abnormality[viability]","RNAi screen|CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) HUWE1","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) GCN1L1","","",,"false","interacts-with","Apc2 (interacts-with) GCN1L1","High Throughput"
"pubmed:23314748","Reconstituted Complex","physical","interacts-with","","UBC (interacts-with) OTOG","","#LPPI|Likely protein-protein interaction|binds K63-linked poly-ubiquitin chains in vitro|identified by MS",,"false","interacts-with","UBC (interacts-with) OTOG","High Throughput"
"pubmed:9792713","Reconstituted Complex","physical","interacts-with","","AP3S1 (interacts-with) IRS1","","",,"false","interacts-with","AP3S1 (interacts-with) IRS1","Low Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) ANAPC1","","",,"false","interacts-with","Apc2 (interacts-with) ANAPC1","High Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","EP400 (interacts-with) ZGPAT","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","EP400 (interacts-with) ZGPAT","High Throughput"
"pubmed:31343991","Affinity Capture-MS","physical","interacts-with","","CUL9 (interacts-with) PTPRN2","","",,"false","interacts-with","CUL9 (interacts-with) PTPRN2","High Throughput"
"pubmed:19490893","Synthetic Lethality","genetic","interacts-with","","KRAS (interacts-with) TNRC18","Growth abnormality","RNAi screen",,"false","interacts-with","KRAS (interacts-with) TNRC18","High Throughput"
"pubmed:23314748","Reconstituted Complex","physical","interacts-with","","UBC (interacts-with) MUC16","","#LPPI|Likely protein-protein interaction|binds K63-linked poly-ubiquitin chains in vitro|identified by MS",,"false","interacts-with","UBC (interacts-with) MUC16","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","MRPS18C (interacts-with) PRIM2","","BioPlex HCT HCT116 cells CompPASS score = 0.947418206, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.947418206","false","interacts-with","MRPS18C (interacts-with) PRIM2","High Throughput"
"pubmed:19490893|pubmed:27213482|pubmed:27684187|pubmed:30442766|pubmed:30639242|pubmed:30194290|pubmed:34373451","Synthetic Lethality|FRET|Affinity Capture-MS|Proximity Label-MS|Negative Genetic","genetic|physical","interacts-with","","KRAS (interacts-with) KRAS","Growth abnormality|Growth abnormality[viability]","RNAi screen|proximity ligation assay|High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).|prey proteins were identified with an avgP score of 1 in high throughput BioID proteomic screens using HRAS, KRAS4A, KRAS4B and NRAS as baits|BioID|BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.|CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) KRAS","High Throughput|Low Throughput"
"pubmed:19490893","Synthetic Lethality","genetic","interacts-with","","KRAS (interacts-with) KPRP","Growth abnormality","RNAi screen",,"false","interacts-with","KRAS (interacts-with) KPRP","High Throughput"
"pubmed:11984006","Two-hybrid","physical","interacts-with","","LYST (interacts-with) ATN1","","",,"false","interacts-with","LYST (interacts-with) ATN1","Low Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) WDR11","","",,"false","interacts-with","Apc2 (interacts-with) WDR11","High Throughput"
"pubmed:10666337|pubmed:34795231","Affinity Capture-Western|Reconstituted Complex|Proximity Label-MS","physical","interacts-with","","TP53 (interacts-with) TOP2B","","Sumo-dependent interaction",,"false","interacts-with","TP53 (interacts-with) TOP2B","Low Throughput|High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","PPIAL4G (interacts-with) VPS13B","","BioPlex HCT HCT116 cells CompPASS score = 0.810477623, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.810477623","false","interacts-with","PPIAL4G (interacts-with) VPS13B","High Throughput"
"pubmed:11984006","Reconstituted Complex","physical","interacts-with","","LYST (interacts-with) YWHAZ","","",,"false","interacts-with","LYST (interacts-with) YWHAZ","Low Throughput"
