"citation","Confidence Value","interaction","Interaction Detection Methods","name","Presence In Other Species","Publication 1st Author","selected","shared interaction","shared name","Source Databases"
"pubmed:19151705","0.72","interacts-with","Affinity Capture-Western|MI:0004(affinity chromatography technology)","CHD8 (interacts-with) TP53",,"Nishiyama M (2009)","false","interacts-with","CHD8 (interacts-with) TP53","biogrid"
"pubmed:17828275|pubmed:17828277","0.89","interacts-with","MI:0065(isothermal titration calorimetry)|MI:0096(pull down)|MI:0107(surface plasmon resonance)|MI:0077(nuclear magnetic resonance)","CLIP1 (interacts-with) CLIP1",,"Hayashi I (2007)|Weisbrich A (2007)","false","interacts-with","CLIP1 (interacts-with) CLIP1","MI:0469(intact)"
"pubmed:14741369|pubmed:29506131","0.65","interacts-with","MI:0492(in vitro)|MI:0415(enzymatic study)","UHRF2 (interacts-with) UHRF2",,"Mori T (2004)|Vaughan RM (2018)","false","interacts-with","UHRF2 (interacts-with) UHRF2","MI:0468(hprd)|i2d|biogrid"
"pubmed:9624153","0.65","interacts-with","MI:0492(in vitro)|MI:0018(two hybrid)","PPFIA3 (interacts-with) PPFIA3",,"Serra-Pag??s C (1998)","false","interacts-with","PPFIA3 (interacts-with) PPFIA3","MI:0468(hprd)|i2d|biogrid"
"pubmed:19011633|pubmed:24157709","0.75","interacts-with","MI:0004(affinity chromatography technology)|MI:0428(imaging technique)","TP53 (interacts-with) NCOR1",,"Dohi Y (2008)|Ali A (0)","false","interacts-with","TP53 (interacts-with) NCOR1","biogrid"
"pubmed:25144556","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) HADHB",,"Horikawa I (2014)","false","interacts-with","TP53 (interacts-with) HADHB","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","RPL10 (interacts-with) HERC1",,"Huttlin EL (2021)","false","interacts-with","RPL10 (interacts-with) HERC1",
"pubmed:21653829","0.63","interacts-with","MI:0018(two hybrid)","SHANK3 (interacts-with) MYO5B",,"Sakai Y (2011)","false","interacts-with","SHANK3 (interacts-with) MYO5B",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","C1QTNF9B (interacts-with) TUBB8",,"Huttlin EL (2021)","false","interacts-with","C1QTNF9B (interacts-with) TUBB8",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","INF2 (interacts-with) USP34",,"Huttlin EL (2021)","false","interacts-with","INF2 (interacts-with) USP34",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KPRP (interacts-with) KRTAP4-5",,"Luck K (2020)","false","interacts-with","KPRP (interacts-with) KRTAP4-5",
"pubmed:19293945","0.63","interacts-with","MI:0018(two hybrid)","UNC13A (interacts-with) RBM23",,"Bell R (2009)","false","interacts-with","UNC13A (interacts-with) RBM23","bell09"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","MRPS18C (interacts-with) RPL10",,"Huttlin EL (2021)","false","interacts-with","MRPS18C (interacts-with) RPL10",
"pubmed:9169836","0.65","interacts-with","MI:0492(in vitro)|MI:0018(two hybrid)","NOTCH1 (interacts-with) NUMBL",,"Zhong W (1997)","false","interacts-with","NOTCH1 (interacts-with) NUMBL","MI:0468(hprd)|i2d|MI:0470(kegg)|MI:1014(string)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","SKA3 (interacts-with) TUBA3D",,"Huttlin EL (2021)","false","interacts-with","SKA3 (interacts-with) TUBA3D",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","CUL9 (interacts-with) ZNF841",,"Huttlin EL (2021)","false","interacts-with","CUL9 (interacts-with) ZNF841",
"pubmed:14681455","0.52","interacts-with","MI:0364(inferred by curator)","COL5A1 (interacts-with) COL5A1",,"Hermjakob H (2004)","false","interacts-with","COL5A1 (interacts-with) COL5A1","MI:0469(intact)"
"pubmed:32707033","0.56","interacts-with","MI:0096(pull down)","MAP3K9 (interacts-with) AP2M1",,"Buljan M (2020)","false","interacts-with","MAP3K9 (interacts-with) AP2M1",
"pubmed:27173435","0.63","interacts-with","MI:0004(affinity chromatography technology)","DENND4A (interacts-with) NF1",,"Boldt K (2016)","false","interacts-with","DENND4A (interacts-with) NF1","biogrid"
"pubmed:28514442|pubmed:33961781","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","IRGC (interacts-with) ATP12A",,"Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","IRGC (interacts-with) ATP12A","biogrid"
"pubmed:21513714|pubmed:32828017","0.82","interacts-with","MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)","PPP1R13B (interacts-with) TP53",,"Gillotin S (2011)|Wang CY (2020)","false","interacts-with","PPP1R13B (interacts-with) TP53","MI:0471(mint)|MI:0469(intact)|biogrid"
"pubmed:23455922","0.63","interacts-with","MI:0004(affinity chromatography technology)","ILK (interacts-with) RPL10",,"Varjosalo M (2013)","false","interacts-with","ILK (interacts-with) RPL10","biogrid"
"pubmed:34079125","0.63","interacts-with","bioid","DHFR2 (interacts-with) RRBP1",,"Go CD (2021)","false","interacts-with","DHFR2 (interacts-with) RRBP1",
"pubmed:29426014","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","HERC2 (interacts-with) GCN1",,"Mart??nez-No??l G (2018)","false","interacts-with","HERC2 (interacts-with) GCN1","MI:0469(intact)"
"pubmed:28813667","0.63","interacts-with","MI:0004(affinity chromatography technology)","TNRC6A (interacts-with) KMT2B",,"Hicks JA (2017)","false","interacts-with","TNRC6A (interacts-with) KMT2B",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP10-7 (interacts-with) MYPOP",,"Luck K (2020)","false","interacts-with","KRTAP10-7 (interacts-with) MYPOP",
"pubmed:28878014|pubmed:28515276","0.73","interacts-with","MI:0004(affinity chromatography technology)","ZGPAT (interacts-with) PRPF8",,"Chen Z (2017)|Malinov?? A (2017)","false","interacts-with","ZGPAT (interacts-with) PRPF8","biogrid"
"pubmed:11448995|pubmed:11717165|pubmed:20489725|pubmed:23414517|pubmed:17716621|pubmed:20133654","0.9","interacts-with","MI:0492(in vitro)|Reconstituted Complex|MI:0018(two hybrid)|MI:0096(pull down)|MI:0071(molecular sieving)|MI:0055(fluorescent resonance energy transfer)|MI:0065(isothermal titration calorimetry)|MI:0399(two hybrid fragment pooling approach)|MI:0004(affinity chromatography technology)","OBSCN (interacts-with) TTN",,"Young P (2001)|Bang ML (2001)|Sauer F (2010)|Blandin G (2013)|Arimura T (2007)|Pernigo S (2010)","false","interacts-with","OBSCN (interacts-with) TTN","MI:0468(hprd)|biogrid|MI:0469(intact)|i2d|MI:0471(mint)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","CCT8L2 (interacts-with) MAP3K21",,"Huttlin EL (2021)","false","interacts-with","CCT8L2 (interacts-with) MAP3K21",
"pubmed:11804585","0.65","interacts-with","MI:0492(in vitro)|MI:0018(two hybrid)","NCOR1 (interacts-with) NCOR1",,"Fischle W (2002)","false","interacts-with","NCOR1 (interacts-with) NCOR1","MI:0468(hprd)|i2d"
"pubmed:32416067","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) PRIM2",,"Shu S (2020)","false","interacts-with","BRD4 (interacts-with) PRIM2",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","INF2 (interacts-with) RGPD8",,"Huttlin EL (2021)","false","interacts-with","INF2 (interacts-with) RGPD8",
"pubmed:11509179|pubmed:20946988|pubmed:25609649|pubmed:29028833|pubmed:33961781","0.89","interacts-with","Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)|MI:0401(biochemical)","MAX (interacts-with) EP400",,"Fuchs M (2001)|Kim J (2010)|Li X (2015)|Cheng J (2017)|Huttlin EL (2021)","false","interacts-with","MAX (interacts-with) EP400","biogrid|MI:0469(intact)"
"pubmed:26702831|pubmed:26365803","0.87","interacts-with","MI:0096(pull down)|MI:0071(molecular sieving)|MI:0826(x ray scattering)|MI:0030(cross-linking study)","ARHGAP4 (interacts-with) ARHGAP4",,"McDonald NA (2015)|Guez-Haddad J (2015)","false","interacts-with","ARHGAP4 (interacts-with) ARHGAP4","biogrid|MI:0469(intact)"
"pubmed:23455922","0.63","interacts-with","MI:0004(affinity chromatography technology)","ILK (interacts-with) SYNE2",,"Varjosalo M (2013)","false","interacts-with","ILK (interacts-with) SYNE2","biogrid"
"pubmed:25476789","0.63","interacts-with","MI:0004(affinity chromatography technology)","HERC2 (interacts-with) HLA-A",,"Galligan JT (2014)","false","interacts-with","HERC2 (interacts-with) HLA-A","biogrid"
"pubmed:30442766","0.63","interacts-with","bioid","NRAS (interacts-with) SLC2A3",,"Bigenzahn JW (2018)","false","interacts-with","NRAS (interacts-with) SLC2A3",
"pubmed:9405624","0.7","interacts-with","MI:0492(in vitro)|MI:0004(affinity chromatography technology)|MI:0096(pull down)","C1D (interacts-with) NCOR1",,"Zamir I (1997)","false","interacts-with","C1D (interacts-with) NCOR1","MI:0468(hprd)|biogrid"
"pubmed:22863883","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0401(biochemical)","FLNA (interacts-with) DYNC1H1",,"Kristensen AR (2012)","false","interacts-with","FLNA (interacts-with) DYNC1H1","biogrid"
"-","0.0","interacts-with","-","CARD11 (interacts-with) TRAF2",,,"false","interacts-with","CARD11 (interacts-with) TRAF2","MI:1014(string)"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) SHANK3",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) SHANK3",
"pubmed:34079125","0.63","interacts-with","bioid","KRT8 (interacts-with) TP53",,"Go CD (2021)","false","interacts-with","KRT8 (interacts-with) TP53",
"pubmed:30886144","0.49","interacts-with","-","TRAF2 (interacts-with) ZNF587",,"Kov??cs IA (2019)","false","interacts-with","TRAF2 (interacts-with) ZNF587",
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","FLNC (interacts-with) FLG",,"Fasci D (2018)","false","interacts-with","FLNC (interacts-with) FLG","MI:0469(intact)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","ZNF587 (interacts-with) KRTAP5-7",,"Luck K (2020)","false","interacts-with","ZNF587 (interacts-with) KRTAP5-7",
"pubmed:25609649","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)","MAX (interacts-with) TBP",,"Li X (2015)","false","interacts-with","MAX (interacts-with) TBP","biogrid|MI:0469(intact)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","LCE1F (interacts-with) KRTAP4-5",,"Luck K (2020)","false","interacts-with","LCE1F (interacts-with) KRTAP4-5",
"pubmed:27591049","0.63","interacts-with","MI:0004(affinity chromatography technology)","CYLD (interacts-with) PRRC2A",,"Elliott PR (2016)","false","interacts-with","CYLD (interacts-with) PRRC2A","biogrid"
"pubmed:26949039","0.52","interacts-with","MI:0415(enzymatic study)","HERC1 (interacts-with) HERC1",,"Zhang W (2016)","false","interacts-with","HERC1 (interacts-with) HERC1","biogrid"
"pubmed:32203420","0.63","interacts-with","MI:0004(affinity chromatography technology)","VAV1 (interacts-with) LDHB",,"M??ller PM (2020)","false","interacts-with","VAV1 (interacts-with) LDHB",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP5-7 (interacts-with) KRTAP5-2",,"Luck K (2020)","false","interacts-with","KRTAP5-7 (interacts-with) KRTAP5-2",
"pubmed:21447625","0.63","interacts-with","MI:0004(affinity chromatography technology)","PGR (interacts-with) BPTF",,"Vicent GP (2011)","false","interacts-with","PGR (interacts-with) BPTF","biogrid"
"pubmed:26638075","0.63","interacts-with","bioid","TMEM216 (interacts-with) WDR11",,"Gupta GD (2015)","false","interacts-with","TMEM216 (interacts-with) WDR11","biogrid|MI:0469(intact)"
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) RRBP1",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) RRBP1","biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP5-2 (interacts-with) KRTAP5-4",,"Luck K (2020)","false","interacts-with","KRTAP5-2 (interacts-with) KRTAP5-4",
"pubmed:26186194","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-B (interacts-with) WDR11",,"Huttlin EL (2015)","false","interacts-with","HLA-B (interacts-with) WDR11","biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","ZNF71 (interacts-with) U2AF2",,"Luck K (2020)","false","interacts-with","ZNF71 (interacts-with) U2AF2",
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) PTPRN2",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) PTPRN2","biogrid"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) TUBGCP6",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) TUBGCP6",
"pubmed:24337577","0.63","interacts-with","MI:0004(affinity chromatography technology)","ASB12 (interacts-with) KRT8",,"Andresen CA (2013)","false","interacts-with","ASB12 (interacts-with) KRT8","biogrid"
"pubmed:28514442","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","BCL7A (interacts-with) POTEJ",,"Huttlin EL (2017)","false","interacts-with","BCL7A (interacts-with) POTEJ",
"pubmed:31180492","0.63","interacts-with","MI:0004(affinity chromatography technology)","FANCD2 (interacts-with) SMC4",,"Pladevall-Morera D (2019)","false","interacts-with","FANCD2 (interacts-with) SMC4",
"pubmed:34079125|pubmed:30442766","0.73","interacts-with","bioid","KRAS (interacts-with) SPTAN1",,"Go CD (2021)|Bigenzahn JW (2018)","false","interacts-with","KRAS (interacts-with) SPTAN1","MI:1014(string)"
"pubmed:21653829","0.63","interacts-with","MI:0018(two hybrid)","SHANK3 (interacts-with) ATN1",,"Sakai Y (2011)","false","interacts-with","SHANK3 (interacts-with) ATN1",
"pubmed:29578633","0.72","interacts-with","MI:0053(fluorescence polarization spectroscopy)","CACNA1B (interacts-with) APBA2",,"Jensen TMT (2018)","false","interacts-with","CACNA1B (interacts-with) APBA2",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","MBNL1 (interacts-with) NEFH",,"Huttlin EL (2021)","false","interacts-with","MBNL1 (interacts-with) NEFH",
"pubmed:22939624|pubmed:32707033|pubmed:31980649","0.85","interacts-with","MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)","MAP4K1 (interacts-with) HSP90AB1",,"Taipale M (2012)|Buljan M (2020)|Kennedy SA (2020)","false","interacts-with","MAP4K1 (interacts-with) HSP90AB1","MI:0469(intact)"
"pubmed:10334944|pubmed:20729810","0.84","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|MI:0114(x-ray crystallography)","GRK6 (interacts-with) GRK6",,"Milcent MD (1999)|Boguth CA (2010)","false","interacts-with","GRK6 (interacts-with) GRK6","MI:0468(hprd)|i2d|MI:0469(intact)"
"pubmed:25416956","0.63","interacts-with","MI:0018(two hybrid)","KRT38 (interacts-with) ZNF587",,"Rolland T (2014)","false","interacts-with","KRT38 (interacts-with) ZNF587","biogrid|MI:0469(intact)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","INF2 (interacts-with) TUBGCP6",,"Huttlin EL (2021)","false","interacts-with","INF2 (interacts-with) TUBGCP6",
"pubmed:15978577","0.65","interacts-with","MI:0045(experimental interaction detection)|MI:0370(tox-r dimerization assay)","PTPRN2 (interacts-with) PTPRN2",,"Chin CN (2005)","false","interacts-with","PTPRN2 (interacts-with) PTPRN2","MI:0471(mint)|i2d|MI:0469(intact)"
"pubmed:11577104","0.73","interacts-with","MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)","VCL (interacts-with) GSN",,"Chellaiah MA (2001)","false","interacts-with","VCL (interacts-with) GSN","MI:0468(hprd)|biogrid|i2d"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP10-7 (interacts-with) LCE2B",,"Luck K (2020)","false","interacts-with","KRTAP10-7 (interacts-with) LCE2B",
"pubmed:22939629","0.63","interacts-with","MI:0401(biochemical)","ATP6V1A (interacts-with) VCL",,"Havugimana PC (2012)","false","interacts-with","ATP6V1A (interacts-with) VCL","biogrid"
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) PTK7",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) PTK7","biogrid"
"pubmed:12578912","0.78","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|Affinity Capture-Western|Biochemical Activity|MI:0415(enzymatic study)|MI:0004(affinity chromatography technology)","PTK2B (interacts-with) GSN",,"Wang Q (2003)","false","interacts-with","PTK2B (interacts-with) GSN","MI:0468(hprd)|biogrid|i2d"
"pubmed:28515276","0.63","interacts-with","MI:0004(affinity chromatography technology)","PRPF8 (interacts-with) YWHAZ",,"Malinov?? A (2017)","false","interacts-with","PRPF8 (interacts-with) YWHAZ","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","RBM23 (interacts-with) RPL10",,"Huttlin EL (2021)","false","interacts-with","RBM23 (interacts-with) RPL10",
"pubmed:32814053","0.49","interacts-with","-","FGFR3 (interacts-with) TMUB2",,"Haenig C (2020)","false","interacts-with","FGFR3 (interacts-with) TMUB2",
"pubmed:22579285","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","HSP90AB1 (interacts-with) NELFE",,"Sawarkar R (2012)","false","interacts-with","HSP90AB1 (interacts-with) NELFE","MI:0469(intact)"
"pubmed:27591049","0.63","interacts-with","MI:0004(affinity chromatography technology)","CYLD (interacts-with) HNRNPL",,"Elliott PR (2016)","false","interacts-with","CYLD (interacts-with) HNRNPL","biogrid"
"pubmed:30462309","0.63","interacts-with","MI:0004(affinity chromatography technology)","MECOM (interacts-with) SAMHD1",,"Ivanochko D (2019)","false","interacts-with","MECOM (interacts-with) SAMHD1",
