citation,Confidence Value,evidence: CCMI,evidence: Co-dependence,evidence: mRNA co-expression,evidence: Physical,evidence: Protein co-expression,evidence: Sequence similarity,Experimental System,Experimental System Type,FBS_max,Integrated score,interaction,Interaction Detection Methods,LLS,Modification,name,PFC,Phenotypes,Presence In Other Species,Publication 1st Author,Qualifications,Score,selected,shared interaction,shared name,Source Databases,Throughput
,,,,,,,,,,,,has functional association with,,1.59555212200556,,PRPF8 (has functional association with) EPPK1,,,,,,,false,has functional association with,PRPF8 (has functional association with) EPPK1,,
,,,,,,,,,,,,has functional association with,,1.51767921086608,,PRPF8 (has functional association with) GSN,,,,,,,false,has functional association with,PRPF8 (has functional association with) GSN,,
,,,,,,,,,,,,has functional association with,,1.6296397449212,,PRPF8 (has functional association with) KRT6B,,,,,,,false,has functional association with,PRPF8 (has functional association with) KRT6B,,
,,,,,,,,,,,,has functional association with,,1.81969230088135,,PRPF8 (has functional association with) LARS1,,,,,,,false,has functional association with,PRPF8 (has functional association with) LARS1,,
,,,,,,,,,,,,has functional association with,,1.54754029483291,,PRPF8 (has functional association with) DDX41,,,,,,,false,has functional association with,PRPF8 (has functional association with) DDX41,,
,,,,,,,,,,,,has functional association with,,1.7114467180063,,PRPF8 (has functional association with) ZGPAT,,,,,,,false,has functional association with,PRPF8 (has functional association with) ZGPAT,,
,,,,,,,,,,,,has functional association with,,1.65323544717436,,PRPF8 (has functional association with) DUSP2,,,,,,,false,has functional association with,PRPF8 (has functional association with) DUSP2,,
,,,,,,,,,,,,has functional association with,,1.54011126575867,,PRPF8 (has functional association with) FASN,,,,,,,false,has functional association with,PRPF8 (has functional association with) FASN,,
,,,,,,,,,,,,has functional association with,,4.29758295461385,,RIMBP3B (has functional association with) RIMBP3,,,,,,,false,has functional association with,RIMBP3B (has functional association with) RIMBP3,,
,,,,,,,,,,,,has functional association with,,3.11494992267505,,TPSD1 (has functional association with) LPA,,,,,,,false,has functional association with,TPSD1 (has functional association with) LPA,,
,,,,,,,,,,,,has functional association with,,3.34473286283104,,TPSD1 (has functional association with) PRSS1,,,,,,,false,has functional association with,TPSD1 (has functional association with) PRSS1,,
,,,,,,,,,,,,has functional association with,,3.06972598053224,,TPSD1 (has functional association with) PRSS3,,,,,,,false,has functional association with,TPSD1 (has functional association with) PRSS3,,
,,,,,,,,,,,,has functional association with,,1.51468611755708,,HNRNPL (has functional association with) LARS1,,,,,,,false,has functional association with,HNRNPL (has functional association with) LARS1,,
,,,,,,,,,,,,has functional association with,,1.51067718451156,,HNRNPL (has functional association with) MYO5A,,,,,,,false,has functional association with,HNRNPL (has functional association with) MYO5A,,
,,,,,,,,,,,,has functional association with,,1.69478430934811,,HNRNPL (has functional association with) NAIP,,,,,,,false,has functional association with,HNRNPL (has functional association with) NAIP,,
,,,,,,,,,,,,has functional association with,,1.50036350519689,,HNRNPL (has functional association with) RFPL4AL1,,,,,,,false,has functional association with,HNRNPL (has functional association with) RFPL4AL1,,
,,,,,,,,,,,,has functional association with,,1.53742592846917,,HNRNPL (has functional association with) RRBP1,,,,,,,false,has functional association with,HNRNPL (has functional association with) RRBP1,,
,,,,,,,,,,,,has functional association with,,1.59667244472585,,HNRNPL (has functional association with) NUMBL,,,,,,,false,has functional association with,HNRNPL (has functional association with) NUMBL,,
,,,,,,,,,,,,has functional association with,,1.78595076965366,,HNRNPL (has functional association with) RGPD1,,,,,,,false,has functional association with,HNRNPL (has functional association with) RGPD1,,
,,,,,,,,,,,,has functional association with,,1.63406960540664,,HNRNPL (has functional association with) PCDHB16,,,,,,,false,has functional association with,HNRNPL (has functional association with) PCDHB16,,
,,,,,,,,,,,,has functional association with,,1.63230685477453,,HNRNPL (has functional association with) WNK2,,,,,,,false,has functional association with,HNRNPL (has functional association with) WNK2,,
,,,,,,,,,,,,has functional association with,,1.63230685477453,,HNRNPL (has functional association with) TNRC18,,,,,,,false,has functional association with,HNRNPL (has functional association with) TNRC18,,
,,,,,,,,,,,,has functional association with,,1.59926843115236,,HNRNPL (has functional association with) ZFHX3,,,,,,,false,has functional association with,HNRNPL (has functional association with) ZFHX3,,
,,,,,,,,,,,,has functional association with,,1.59926843115236,,HNRNPL (has functional association with) PTPRN2,,,,,,,false,has functional association with,HNRNPL (has functional association with) PTPRN2,,
,,,,,,,,,,,,has functional association with,,1.6730130347833,,HNRNPL (has functional association with) STAP2,,,,,,,false,has functional association with,HNRNPL (has functional association with) STAP2,,
,,,,,,,,,,,,has functional association with,,1.57207065969633,,HNRNPL (has functional association with) DENND1A,,,,,,,false,has functional association with,HNRNPL (has functional association with) DENND1A,,
,,,,,,,,,,,,has functional association with,,1.68790509506627,,HNRNPL (has functional association with) ZNF708,,,,,,,false,has functional association with,HNRNPL (has functional association with) ZNF708,,
,,,,,,,,,,,,has functional association with,,1.61313113813737,,HNRNPL (has functional association with) PHF14,,,,,,,false,has functional association with,HNRNPL (has functional association with) PHF14,,
,,,,,,,,,,,,has functional association with,,1.54911865830841,,HNRNPL (has functional association with) MAP4,,,,,,,false,has functional association with,HNRNPL (has functional association with) MAP4,,
,,,,,,,,,,,,has functional association with,,1.62886789331933,,HNRNPL (has functional association with) ASH1L,,,,,,,false,has functional association with,HNRNPL (has functional association with) ASH1L,,
,,,,,,,,,,,,has functional association with,,1.55968340425759,,HNRNPL (has functional association with) ENAH,,,,,,,false,has functional association with,HNRNPL (has functional association with) ENAH,,
,,,,,,,,,,,,has functional association with,,1.55288250580166,,HNRNPL (has functional association with) RNF213,,,,,,,false,has functional association with,HNRNPL (has functional association with) RNF213,,
,,,,,,,,,,,,has functional association with,,1.72079316967845,,HNRNPL (has functional association with) ZNF84,,,,,,,false,has functional association with,HNRNPL (has functional association with) ZNF84,,
,,,,,,,,,,,,has functional association with,,1.51219997245414,,HNRNPL (has functional association with) ATP6V1A,,,,,,,false,has functional association with,HNRNPL (has functional association with) ATP6V1A,,
,,,,,,,,,,,,has functional association with,,1.69396574297065,,HNRNPL (has functional association with) TAF1A,,,,,,,false,has functional association with,HNRNPL (has functional association with) TAF1A,,
,,,,,,,,,,,,has functional association with,,1.73252003404606,,HNRNPL (has functional association with) MMP16,,,,,,,false,has functional association with,HNRNPL (has functional association with) MMP16,,
,,,,,,,,,,,,has functional association with,,1.73252003404606,,HNRNPL (has functional association with) CSMD1,,,,,,,false,has functional association with,HNRNPL (has functional association with) CSMD1,,
,,,,,,,,,,,,has functional association with,,1.58441096569989,,HNRNPL (has functional association with) PTK7,,,,,,,false,has functional association with,HNRNPL (has functional association with) PTK7,,
,,,,,,,,,,,,has functional association with,,1.50543227246076,,HNRNPL (has functional association with) ZNF587,,,,,,,false,has functional association with,HNRNPL (has functional association with) ZNF587,,
,,,,,,,,,,,,has functional association with,,1.64144128457352,,HNRNPL (has functional association with) KCNJ3,,,,,,,false,has functional association with,HNRNPL (has functional association with) KCNJ3,,
,,,,,,,,,,,,has functional association with,,1.71094643411131,,HNRNPL (has functional association with) ANKIB1,,,,,,,false,has functional association with,HNRNPL (has functional association with) ANKIB1,,
,,,,,,,,,,,,has functional association with,,1.51296556156509,,HNRNPL (has functional association with) SLC7A1,,,,,,,false,has functional association with,HNRNPL (has functional association with) SLC7A1,,
,,,,,,,,,,,,has functional association with,,1.56370319938272,,HNRNPL (has functional association with) SPTB,,,,,,,false,has functional association with,HNRNPL (has functional association with) SPTB,,
,,,,,,,,,,,,has functional association with,,1.65585543144437,,HNRNPL (has functional association with) CDC42BPG,,,,,,,false,has functional association with,HNRNPL (has functional association with) CDC42BPG,,
,,,,,,,,,,,,has functional association with,,1.57315004090155,,HNRNPL (has functional association with) LAMA3,,,,,,,false,has functional association with,HNRNPL (has functional association with) LAMA3,,
,,,,,,,,,,,,has functional association with,,1.55383690056637,,HNRNPL (has functional association with) NAV1,,,,,,,false,has functional association with,HNRNPL (has functional association with) NAV1,,
,,,,,,,,,,,,has functional association with,,1.59287378129343,,HNRNPL (has functional association with) SPTBN4,,,,,,,false,has functional association with,HNRNPL (has functional association with) SPTBN4,,
,,,,,,,,,,,,has functional association with,,1.64011858558467,,HNRNPL (has functional association with) MBNL1,,,,,,,false,has functional association with,HNRNPL (has functional association with) MBNL1,,
,,,,,,,,,,,,has functional association with,,1.57643656140722,,HNRNPL (has functional association with) RTEL1,,,,,,,false,has functional association with,HNRNPL (has functional association with) RTEL1,,
,,,,,,,,,,,,has functional association with,,1.66511625081891,,HNRNPL (has functional association with) ANAPC1,,,,,,,false,has functional association with,HNRNPL (has functional association with) ANAPC1,,
,,,,,,,,,,,,has functional association with,,1.6984852729768,,HNRNPL (has functional association with) NLRC5,,,,,,,false,has functional association with,HNRNPL (has functional association with) NLRC5,,
,,,,,,,,,,,,has functional association with,,1.54362474396717,,HNRNPL (has functional association with) MYH14,,,,,,,false,has functional association with,HNRNPL (has functional association with) MYH14,,
,,,,,,,,,,,,has functional association with,,1.77410795678428,,HNRNPL (has functional association with) ZNF236,,,,,,,false,has functional association with,HNRNPL (has functional association with) ZNF236,,
,,,,,,,,,,,,has functional association with,,1.77410795678428,,HNRNPL (has functional association with) TRPM2,,,,,,,false,has functional association with,HNRNPL (has functional association with) TRPM2,,
